Subject,Number,Course_Title,Primary_Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_prof_gpa
CHEM,101,Introductory Chemistry,"McCarren, Elise M",7,72,44,66,100,72,65,63,32,20,16,7,36,3,2.6
CHEM,101,Introductory Chemistry,"Overcash, John W",6,114,56,129,141,122,91,127,60,21,29,15,16,11,2.66
CHEM,101,Introductory Chemistry,"Richardson, Stacie L",5,51,30,46,49,44,25,32,20,5,3,3,5,5,2.85
CHEM,101,Introductory Chemistry,"Sperling, Lindsay J",2,47,25,55,53,52,33,33,32,3,3,4,3,3,2.8
CHEM,101,Introductory Chemistry,"Trinh, Brian",2,50,24,38,36,40,35,33,16,13,13,2,12,3,2.66
CHEM,102,General Chemistry I,"Andino Martinez, Jose G",27,74,27,43,120,40,43,127,40,9,23,9,7,5,2.65
CHEM,102,General Chemistry I,"Baranger, Anne",4,23,22,27,51,41,39,45,30,10,10,10,8,2,2.49
CHEM,102,General Chemistry I,"Decoste, Donald J",3,49,27,55,66,62,77,84,61,38,31,18,43,11,2.23
CHEM,102,General Chemistry I,"Gunasekera, Mutha Merenna",9,50,51,65,115,78,55,83,39,25,24,14,39,5,2.48
CHEM,102,General Chemistry I,"Huang, Tina H",58,341,311,468,642,489,563,603,390,205,221,146,171,38,2.43
CHEM,102,General Chemistry I,"Hummel, Thomas J",201,802,420,785,1353,1251,1309,1447,850,521,408,291,342,76,2.41
CHEM,102,General Chemistry I,"Jamieson, Daniel",2,49,34,57,87,66,121,53,37,28,24,15,14,3,2.5
CHEM,102,General Chemistry I,"Marville, Kelly",92,429,283,399,598,454,435,642,419,228,250,192,162,52,2.4
CHEM,102,General Chemistry I,"Nicely, Amy L",2,23,19,25,46,52,38,63,27,20,10,7,9,3,2.41
CHEM,102,General Chemistry I,"Overcash, John W",19,152,95,166,258,179,175,242,166,69,106,31,23,11,2.5
CHEM,102,General Chemistry I,"Shapley, Patricia A",28,54,26,34,62,22,12,60,8,18,20,6,4,4,2.77
CHEM,102,General Chemistry I,"Whitteck, Erin L",1,30,15,32,43,33,30,46,28,13,15,10,2,3,2.49
CHEM,102,General Chemistry I,"Yerkes, Christine T",42,97,68,146,209,109,132,213,124,69,53,42,17,9,2.5
CHEM,103,General Chemistry Lab I,"Abunada, Ibrahim Y",46,26,12,5,1,4,1,0,0,1,1,0,1,1,3.71
CHEM,103,General Chemistry Lab I,"Aghajani, Ali Asghar",189,82,43,22,15,9,4,3,1,3,0,1,5,1,3.72
CHEM,103,General Chemistry Lab I,"Ali, Siraj Z",0,89,18,10,6,3,4,6,0,1,3,3,3,0,3.49
CHEM,103,General Chemistry Lab I,"An, Linna",0,73,15,7,8,5,2,0,1,1,2,2,2,0,3.55
CHEM,103,General Chemistry Lab I,"Anderson, Mikayla A",0,232,43,10,7,10,3,3,1,1,1,1,7,0,3.71
CHEM,103,General Chemistry Lab I,"Bai, Yugang",2,112,58,70,46,24,24,10,4,0,4,0,4,2,3.31
CHEM,103,General Chemistry Lab I,"Bandas-Rivera, Christophe",45,58,29,11,3,3,3,3,2,0,0,0,4,1,3.63
CHEM,103,General Chemistry Lab I,"Barnas, Alexander T",5,14,12,10,6,6,2,0,2,0,0,0,2,0,3.31
CHEM,103,General Chemistry Lab I,"Bhat, Sheila S",1,9,5,2,4,5,0,1,0,0,0,1,2,1,3.0
CHEM,103,General Chemistry Lab I,"Bhatti, Muhammed A",62,20,12,2,5,3,0,1,0,0,0,0,1,0,3.81
CHEM,103,General Chemistry Lab I,"Brown, Tiara L",53,28,6,4,3,2,2,2,3,0,0,0,1,1,3.69
CHEM,103,General Chemistry Lab I,"Brubaker, Riley J",32,38,15,5,2,3,2,1,0,0,2,0,2,0,3.67
CHEM,103,General Chemistry Lab I,"Cadavillo, Nicole V",60,22,7,8,6,3,0,1,0,0,1,0,2,0,3.72
CHEM,103,General Chemistry Lab I,"Chen, Junfeng",29,143,32,28,15,16,9,6,3,3,4,0,7,1,3.49
CHEM,103,General Chemistry Lab I,"Cheng, Kevin",0,84,15,10,3,2,2,3,0,0,0,0,2,0,3.71
CHEM,103,General Chemistry Lab I,"Chheda, Monish L",56,45,14,10,8,1,0,3,1,0,0,1,1,0,3.74
CHEM,103,General Chemistry Lab I,"Chu, Yueh-Te",54,17,14,7,4,1,1,2,0,1,0,2,0,0,3.71
CHEM,103,General Chemistry Lab I,"Cui, Chang",66,146,40,15,9,9,3,3,3,5,2,1,5,0,3.66
CHEM,103,General Chemistry Lab I,"Curtin, Evan M",0,52,12,6,5,2,3,2,0,1,1,0,1,0,3.6
CHEM,103,General Chemistry Lab I,"Dahodwala, Mohsin G",60,32,13,10,12,5,2,2,1,2,1,0,1,0,3.63
CHEM,103,General Chemistry Lab I,"Davydovich, Oleg",62,56,13,10,9,3,2,4,0,0,2,0,3,0,3.67
CHEM,103,General Chemistry Lab I,"Decoste, Donald J",0,43,6,6,3,2,0,2,0,0,1,0,1,2,3.54
CHEM,103,General Chemistry Lab I,"Delaney, Connor P",34,60,24,7,4,2,5,1,1,0,0,1,4,1,3.62
CHEM,103,General Chemistry Lab I,"Deutscher, Wesley A",69,49,13,8,9,6,0,5,2,0,0,0,1,0,3.72
CHEM,103,General Chemistry Lab I,"Edwards, Marcus M",33,30,8,5,3,1,0,1,0,0,0,0,0,0,3.85
CHEM,103,General Chemistry Lab I,"Endo, Matthew M",0,38,40,16,10,5,2,3,1,0,0,0,1,0,3.51
CHEM,103,General Chemistry Lab I,"Feng, Ruopei",0,38,12,2,6,4,1,0,1,0,0,0,1,0,3.62
CHEM,103,General Chemistry Lab I,"Fuerste, Wade C",227,166,62,19,30,9,6,2,3,2,1,0,10,2,3.72
CHEM,103,General Chemistry Lab I,"Gastouniotis, Constantine",0,184,38,13,11,2,10,7,4,3,0,1,7,0,3.59
CHEM,103,General Chemistry Lab I,"Ghosh, Archit K",0,151,22,17,12,1,3,5,0,0,0,0,3,1,3.71
CHEM,103,General Chemistry Lab I,"Ghosh, Ashesh",0,60,15,13,6,8,2,3,1,2,3,2,6,0,3.28
CHEM,103,General Chemistry Lab I,"Gibson, Cory K",38,179,47,26,20,3,11,5,3,3,1,0,5,1,3.63
CHEM,103,General Chemistry Lab I,"Giuliano Nicola, Bruno",6,74,30,36,38,8,16,4,6,10,0,0,4,2,3.22
CHEM,103,General Chemistry Lab I,"Goldsmith, Zachary K",31,68,19,16,11,2,4,3,2,3,3,1,5,2,3.43
CHEM,103,General Chemistry Lab I,"Graca, Sebastian P",0,137,12,8,4,2,5,2,1,1,1,2,5,0,3.65
CHEM,103,General Chemistry Lab I,"Gross, Jeffrey N",0,76,20,5,3,5,2,4,2,0,1,0,2,0,3.61
CHEM,103,General Chemistry Lab I,"Grych, Dave A",0,27,44,17,21,10,4,1,1,0,1,2,0,0,3.37
CHEM,103,General Chemistry Lab I,"Ha, Yeyoung",0,105,18,11,10,3,4,5,1,0,0,0,11,0,3.46
CHEM,103,General Chemistry Lab I,"Hagler, Brittany D",70,47,21,9,5,4,1,1,1,0,0,0,3,0,3.74
CHEM,103,General Chemistry Lab I,"Hall, Elise M",4,50,62,43,37,18,8,11,6,1,1,0,4,1,3.25
CHEM,103,General Chemistry Lab I,"Harnden, Kevin A",0,164,24,9,22,4,0,0,0,3,3,0,1,1,3.71
CHEM,103,General Chemistry Lab I,"He, Chang",46,52,16,17,9,6,2,2,1,0,1,0,1,0,3.67
CHEM,103,General Chemistry Lab I,"He, Junwen",0,79,15,9,6,3,4,1,2,3,0,0,2,0,3.59
CHEM,103,General Chemistry Lab I,"Hitt, Tracey A",0,335,67,26,21,19,9,9,3,2,5,0,10,0,3.63
CHEM,103,General Chemistry Lab I,"Hummel, Thomas J",0,20,1,1,1,0,0,0,0,0,0,0,0,0,3.91
CHEM,103,General Chemistry Lab I,"Ibrahim, George A",51,47,8,9,6,2,4,1,2,0,0,1,1,1,3.68
CHEM,103,General Chemistry Lab I,"Jackson, Bailey J",1,360,68,39,33,15,14,6,4,2,2,2,11,2,3.61
CHEM,103,General Chemistry Lab I,"Jaglan, Sonam",3,15,15,13,10,2,3,1,1,0,0,0,3,0,3.28
CHEM,103,General Chemistry Lab I,"Jones, Cameron L",0,77,14,9,9,5,0,1,2,0,2,1,5,0,3.5
CHEM,103,General Chemistry Lab I,"Joulani, Dana A",29,28,12,6,3,1,1,0,1,0,0,0,2,0,3.71
CHEM,103,General Chemistry Lab I,"Kapoor, Iti",0,14,7,0,1,4,0,0,0,0,0,0,1,0,3.53
CHEM,103,General Chemistry Lab I,"Karns, Krysten M",2,106,36,58,60,14,16,8,6,2,0,2,10,0,3.26
CHEM,103,General Chemistry Lab I,"Kim, Hyo Na",0,214,39,30,24,11,7,7,3,1,6,0,8,3,3.52
CHEM,103,General Chemistry Lab I,"Kramer, Colin B",0,29,6,2,5,2,1,2,1,0,1,0,3,0,3.35
CHEM,103,General Chemistry Lab I,"Krumov, Mihail R",76,45,13,5,8,4,2,1,0,1,0,1,3,1,3.7
CHEM,103,General Chemistry Lab I,"Kulkarni, Prathamesh K",0,90,12,6,5,1,3,2,0,0,2,0,2,0,3.7
CHEM,103,General Chemistry Lab I,"Lao, Kathleen C",35,40,11,10,3,5,1,4,2,1,0,1,0,0,3.64
CHEM,103,General Chemistry Lab I,"Lee, Juyeon",0,307,52,28,17,3,8,15,4,0,5,2,13,3,3.57
CHEM,103,General Chemistry Lab I,"Lee, SuHak",0,167,32,12,16,8,4,2,0,0,1,2,2,2,3.67
CHEM,103,General Chemistry Lab I,"Li, Hao",18,121,29,18,17,8,1,5,2,5,2,2,1,1,3.57
CHEM,103,General Chemistry Lab I,"Li, Ji",1,115,19,11,10,8,4,4,3,1,0,0,6,1,3.53
CHEM,103,General Chemistry Lab I,"Li, Jingyu",19,21,5,4,2,0,0,0,1,0,0,0,0,0,3.83
CHEM,103,General Chemistry Lab I,"Li, Ke",53,43,5,12,5,1,2,1,0,1,0,3,4,0,3.62
CHEM,103,General Chemistry Lab I,"Li, Xuan",0,13,21,14,22,5,2,5,0,0,0,3,4,0,3.05
CHEM,103,General Chemistry Lab I,"Liao, Can H",76,52,22,10,7,1,4,2,1,0,1,0,4,2,3.66
CHEM,103,General Chemistry Lab I,"Liu, Wei",0,178,33,11,12,1,6,1,2,2,2,1,5,2,3.64
CHEM,103,General Chemistry Lab I,"Loh, Kang Yong",0,32,9,3,4,2,0,4,2,0,3,0,2,2,3.22
CHEM,103,General Chemistry Lab I,"Lytle, Tyler",57,96,29,19,16,11,3,3,5,0,1,1,6,2,3.54
CHEM,103,General Chemistry Lab I,"Miao, Yurun",0,180,26,23,13,5,4,1,1,0,2,0,12,1,3.58
CHEM,103,General Chemistry Lab I,"Muhammad, Safiyah R",98,81,17,10,8,1,1,1,2,1,0,0,2,0,3.82
CHEM,103,General Chemistry Lab I,"Muller, Neal W",4,51,60,43,36,15,12,9,4,4,5,2,3,0,3.21
CHEM,103,General Chemistry Lab I,"Nalla, Siva",0,87,7,8,10,3,2,2,2,0,1,0,2,0,3.64
CHEM,103,General Chemistry Lab I,"Namkoong, Myeong",14,18,4,3,4,2,1,1,0,0,0,0,1,0,3.63
CHEM,103,General Chemistry Lab I,"Nawa, Emilee A",33,12,6,2,1,1,0,0,0,0,0,0,2,0,3.76
CHEM,103,General Chemistry Lab I,"Newman, Katerina E",30,12,5,3,5,0,0,0,0,0,0,1,1,0,3.72
CHEM,103,General Chemistry Lab I,"Nguyen, Arleen K",0,35,8,1,8,3,2,5,0,0,0,0,3,0,3.37
CHEM,103,General Chemistry Lab I,"Nguyen, Yen H",1,326,45,34,21,14,11,5,3,1,1,2,10,0,3.65
CHEM,103,General Chemistry Lab I,"Nugent, Aimee J",0,33,6,5,1,3,0,2,0,0,2,0,1,1,3.48
CHEM,103,General Chemistry Lab I,"O Connor, Samantha N",22,212,25,13,11,3,10,7,1,1,0,1,6,0,3.7
CHEM,103,General Chemistry Lab I,"Okumura, Mikiko",17,138,24,14,9,7,1,4,3,0,3,0,3,1,3.65
CHEM,103,General Chemistry Lab I,"Paddock, Brett M",2,42,67,32,53,12,12,14,3,4,4,0,3,0,3.18
CHEM,103,General Chemistry Lab I,"Palmer, Natalie A",3,36,32,55,53,27,18,6,4,4,2,3,11,1,2.97
CHEM,103,General Chemistry Lab I,"Pang, Weilun",72,29,17,6,6,3,1,2,2,0,0,1,0,0,3.76
CHEM,103,General Chemistry Lab I,"Papadopoulos, Theodore",0,19,7,2,2,1,1,0,0,0,0,0,0,1,3.62
CHEM,103,General Chemistry Lab I,"Park, David H",0,82,38,42,28,10,16,14,2,6,2,0,4,0,3.27
CHEM,103,General Chemistry Lab I,"Pasquini, Marissa A",6,166,60,66,72,30,32,22,2,8,4,0,20,2,3.19
CHEM,103,General Chemistry Lab I,"Patel, Avani N",12,61,49,52,29,18,11,7,2,2,2,1,5,0,3.3
CHEM,103,General Chemistry Lab I,"Patel, Manish J",11,7,2,1,0,1,0,0,0,0,0,0,1,0,3.71
CHEM,103,General Chemistry Lab I,"Phung, Dinh P",0,102,10,6,3,4,1,1,0,1,0,0,2,0,3.77
CHEM,103,General Chemistry Lab I,"Raghuraman, Vibhish",0,44,5,2,2,3,1,1,0,0,0,0,2,0,3.66
CHEM,103,General Chemistry Lab I,"Raja, Sabina M",53,26,13,2,4,3,3,4,0,0,1,0,1,0,3.69
CHEM,103,General Chemistry Lab I,"Rankin, Kory M",0,154,38,66,52,20,14,10,2,6,8,2,14,2,3.24
CHEM,103,General Chemistry Lab I,"Rodrigues, Benjamin V",1,19,12,11,3,7,3,0,0,0,0,1,1,0,3.38
CHEM,103,General Chemistry Lab I,"Rose, Thomas J",1,39,38,25,14,4,2,1,1,0,0,0,0,1,3.52
CHEM,103,General Chemistry Lab I,"Rubin, Nicholas C",0,38,30,18,15,9,1,2,3,0,2,2,2,0,3.33
CHEM,103,General Chemistry Lab I,"Salnave, Christopher R",3,31,32,15,20,7,1,5,3,2,1,3,0,1,3.27
CHEM,103,General Chemistry Lab I,"Satyavolu, Nitya Sai Redd",0,33,9,2,6,4,0,1,1,0,0,1,0,0,3.59
CHEM,103,General Chemistry Lab I,"Seymour, Craig H",0,72,10,10,6,2,4,3,0,0,2,0,4,0,3.53
CHEM,103,General Chemistry Lab I,"Sharma, Avishkar",8,79,87,53,35,19,8,6,3,4,2,0,8,2,3.32
CHEM,103,General Chemistry Lab I,"Shaw, William L",4,72,22,56,36,14,4,12,4,0,6,0,4,0,3.26
CHEM,103,General Chemistry Lab I,"Shen, Chengtian",17,25,4,3,5,2,0,0,0,1,0,0,5,0,3.46
CHEM,103,General Chemistry Lab I,"Simons, Claire L",39,51,15,9,11,6,8,1,3,2,1,0,2,0,3.54
CHEM,103,General Chemistry Lab I,"Sindoro, Melinda",0,118,28,46,20,6,12,8,2,0,0,2,8,2,3.38
CHEM,103,General Chemistry Lab I,"Singh, Devashish",15,53,17,5,6,3,2,1,2,1,2,0,1,0,3.61
CHEM,103,General Chemistry Lab I,"Smaga, Lukas P",58,62,30,16,15,3,5,1,0,2,4,0,9,1,3.48
CHEM,103,General Chemistry Lab I,"Soni, Foram G",8,34,24,24,13,8,10,0,0,0,1,0,5,0,3.31
CHEM,103,General Chemistry Lab I,"Sotelo, Anthony",70,83,27,14,13,10,4,5,1,0,0,2,4,0,3.63
CHEM,103,General Chemistry Lab I,"Steffensen, Elaine M",0,142,18,14,10,6,5,3,0,0,2,1,3,1,3.64
CHEM,103,General Chemistry Lab I,"Strzepka, Jessica T",0,14,5,2,2,1,1,0,0,0,0,1,0,0,3.56
CHEM,103,General Chemistry Lab I,"Suh, Lois Y",65,22,5,8,2,1,1,2,0,0,0,0,2,0,3.78
CHEM,103,General Chemistry Lab I,"Sul, Amanda",0,112,22,7,12,3,2,5,2,0,1,0,4,0,3.62
CHEM,103,General Chemistry Lab I,"Suseno, Gary A",17,20,6,2,3,1,0,1,1,0,1,0,1,1,3.57
CHEM,103,General Chemistry Lab I,"Tian, Shiliang",51,437,69,44,39,15,14,13,4,4,3,1,9,2,3.66
CHEM,103,General Chemistry Lab I,"Tir, Vincent L",53,101,37,18,13,9,5,5,4,2,0,3,12,2,3.44
CHEM,103,General Chemistry Lab I,"Tse, Chun Ming Edmun",4,140,62,98,52,32,22,6,4,10,0,2,14,2,3.25
CHEM,103,General Chemistry Lab I,"Tu, Andy",4,22,2,1,3,0,0,1,0,0,0,0,1,0,3.7
CHEM,103,General Chemistry Lab I,"Tylka, Barbara K",9,47,30,19,30,14,4,13,5,0,4,1,5,1,3.15
CHEM,103,General Chemistry Lab I,"Vallapurackal, Ashley J",20,17,5,2,2,1,1,0,1,0,0,1,0,0,3.73
CHEM,103,General Chemistry Lab I,"Varghese, Jeffrey A",43,30,9,10,4,1,2,0,0,0,0,0,2,0,3.74
CHEM,103,General Chemistry Lab I,"Vigneswaran, Hari T",12,68,60,33,32,14,9,2,2,1,2,1,8,0,3.34
CHEM,103,General Chemistry Lab I,"Wang, Andrew",57,80,26,24,21,10,3,4,4,4,3,1,5,0,3.49
CHEM,103,General Chemistry Lab I,"Wang, Kwo-Kwang A",2,315,62,39,23,12,6,5,10,2,4,1,8,1,3.62
CHEM,103,General Chemistry Lab I,"Wang, Yang",24,234,146,110,97,34,34,39,12,5,7,5,24,7,3.23
CHEM,103,General Chemistry Lab I,"Weigle, Austin T",43,75,22,13,4,3,4,3,0,1,0,0,1,0,3.74
CHEM,103,General Chemistry Lab I,"Wickstrom, Erika R",0,64,22,11,8,0,1,2,2,0,0,1,1,0,3.64
CHEM,103,General Chemistry Lab I,"Wu, Zhao",0,182,39,20,16,5,6,6,3,4,1,2,6,2,3.55
CHEM,103,General Chemistry Lab I,"Xu, Lu",0,31,55,51,22,7,1,8,2,0,0,4,0,1,3.32
CHEM,103,General Chemistry Lab I,"Xu, Yangfan",4,152,76,110,66,22,22,16,6,8,4,0,12,4,3.25
CHEM,103,General Chemistry Lab I,"Xue, Tianrui",73,55,13,3,11,2,2,2,1,1,0,0,4,0,3.71
CHEM,103,General Chemistry Lab I,"Yang, Ning",0,20,3,1,2,0,0,0,1,0,0,0,0,0,3.78
CHEM,103,General Chemistry Lab I,"Yang, Woojin",51,61,23,10,10,8,6,3,1,0,2,0,6,0,3.54
CHEM,103,General Chemistry Lab I,"Yang, Xiao",0,17,19,7,5,4,2,0,0,2,0,0,1,0,3.4
CHEM,103,General Chemistry Lab I,"Yasui, Norio",1,26,32,18,12,8,5,4,5,4,2,0,3,1,3.12
CHEM,103,General Chemistry Lab I,"Yoakum, Daniel M",44,41,9,12,13,3,3,0,1,1,1,1,2,1,3.57
CHEM,103,General Chemistry Lab I,"Yoon, Young Hee",18,16,3,2,3,1,0,0,1,0,0,0,1,1,3.63
CHEM,103,General Chemistry Lab I,"Zaki, Omar A",0,126,22,12,3,4,3,2,0,1,0,0,2,0,3.75
CHEM,103,General Chemistry Lab I,"Zarkhah, Araz G",6,156,52,90,66,28,30,20,8,10,4,2,10,2,3.21
CHEM,103,General Chemistry Lab I,"Zhang, Jiabao",21,19,7,6,6,4,2,2,0,1,1,0,4,0,3.36
CHEM,103,General Chemistry Lab I,"Zhang, Wendy",8,34,26,9,17,8,2,10,3,1,2,1,0,1,3.27
CHEM,103,General Chemistry Lab I,"Zhang, Zhiwei",45,55,26,14,10,6,4,1,3,4,5,2,5,0,3.42
CHEM,104,General Chemistry II,"Andino Martinez, Jose G",83,222,151,207,416,204,204,389,191,47,43,36,52,11,2.64
CHEM,104,General Chemistry II,"Decoste, Donald J",11,84,59,72,99,63,104,49,41,11,22,2,20,5,2.72
CHEM,104,General Chemistry II,"Hummel, Thomas J",2,23,4,17,22,23,21,8,10,6,1,4,4,0,2.7
CHEM,104,General Chemistry II,"Jamieson, Daniel",14,27,34,42,56,67,64,58,48,32,19,3,10,5,2.47
CHEM,104,General Chemistry II,"Kim, Yery",4,5,7,8,13,10,11,15,8,3,1,2,5,0,2.49
CHEM,104,General Chemistry II,"Marville, Kelly",42,169,123,151,223,163,170,212,146,107,124,73,57,18,2.41
CHEM,104,General Chemistry II,"Overcash, John W",10,23,16,34,51,31,31,47,36,10,20,4,9,1,2.48
CHEM,104,General Chemistry II,"Ray, Christian R",361,592,506,799,1085,790,924,1124,790,198,200,171,101,62,2.6
CHEM,104,General Chemistry II,"Shapley, Patricia A",7,31,16,24,51,22,16,55,15,3,3,0,3,1,2.76
CHEM,104,General Chemistry II,"Yerkes, Christine T",26,77,94,77,144,70,106,72,51,35,17,15,11,5,2.73
CHEM,105,General Chemistry Lab II,"Adiputra, Andrew",28,100,27,14,5,4,0,1,0,0,0,0,2,0,3.79
CHEM,105,General Chemistry Lab II,"Ahmed, Maaz S",7,46,24,11,13,6,2,3,1,1,1,1,1,0,3.48
CHEM,105,General Chemistry Lab II,"Ali, Siraj Z",115,90,31,18,13,4,3,10,1,2,0,0,4,1,3.68
CHEM,105,General Chemistry Lab II,"Andino Martinez, Jose G",14,9,4,0,1,1,0,0,0,0,0,0,1,0,3.74
CHEM,105,General Chemistry Lab II,"Bai, Yugang",10,100,53,43,51,19,16,14,3,4,1,2,7,0,3.28
CHEM,105,General Chemistry Lab II,"Baig, Noman",0,141,4,5,1,2,1,0,0,0,0,0,1,0,3.91
CHEM,105,General Chemistry Lab II,"Barnes, Megan E",0,93,19,9,11,3,4,1,0,1,0,0,3,0,3.65
CHEM,105,General Chemistry Lab II,"Barrick, Samantha K",19,39,8,5,6,3,4,1,0,1,0,0,1,0,3.64
CHEM,105,General Chemistry Lab II,"Bartels, Steven A",3,19,18,22,21,13,12,8,0,0,2,1,3,0,3.05
CHEM,105,General Chemistry Lab II,"Bhagi, Ambika",2,250,54,58,68,44,18,20,12,1,7,0,4,4,3.38
CHEM,105,General Chemistry Lab II,"Bhat, Sheila S",0,4,21,19,32,8,9,11,8,0,1,0,3,0,2.85
CHEM,105,General Chemistry Lab II,"Biondo, James F",8,20,7,3,6,1,5,2,0,1,0,0,2,0,3.37
CHEM,105,General Chemistry Lab II,"Blaha, Dylan T",5,33,9,1,2,2,0,0,1,1,0,0,0,0,3.75
CHEM,105,General Chemistry Lab II,"Brubaker, Clinton C",0,30,10,2,0,5,0,1,0,0,0,0,1,1,3.57
CHEM,105,General Chemistry Lab II,"Cui, Chang",0,247,42,19,18,6,5,5,2,1,1,0,1,0,3.75
CHEM,105,General Chemistry Lab II,"Dahodwala, Mohsin G",0,69,4,1,4,1,1,1,1,0,1,0,2,0,3.71
CHEM,105,General Chemistry Lab II,"Daly, Connor I",0,120,2,5,2,1,1,1,0,0,0,0,2,1,3.83
CHEM,105,General Chemistry Lab II,"Decoste, Donald J",2,49,20,7,17,4,3,2,2,0,1,1,0,1,3.47
CHEM,105,General Chemistry Lab II,"Denton, Jillian M",6,47,39,28,37,13,9,9,3,1,2,1,4,1,3.21
CHEM,105,General Chemistry Lab II,"Desai, Shalin C",0,122,35,67,40,15,40,12,2,0,12,0,8,0,3.21
CHEM,105,General Chemistry Lab II,"Devasia, Dinumol",42,197,21,10,7,3,3,3,0,0,2,0,1,0,3.84
CHEM,105,General Chemistry Lab II,"Dickens, John D",0,15,21,25,35,19,20,19,6,0,5,0,6,0,2.78
CHEM,105,General Chemistry Lab II,"Dykstra, Conner",57,60,14,16,8,5,4,1,0,0,0,0,1,1,3.72
CHEM,105,General Chemistry Lab II,"Edwards, Marcus M",0,51,1,1,1,0,1,1,0,0,0,0,0,0,3.9
CHEM,105,General Chemistry Lab II,"Feng, Sally",0,39,8,3,4,3,1,0,0,0,0,0,0,0,3.75
CHEM,105,General Chemistry Lab II,"Fudala, Pawel",0,78,19,4,7,2,1,2,1,0,0,1,3,0,3.64
CHEM,105,General Chemistry Lab II,"Guo, Jinrui",4,17,32,20,18,10,4,2,1,1,2,1,1,0,3.25
CHEM,105,General Chemistry Lab II,"He, Chang",73,39,18,13,10,6,1,1,5,0,0,1,1,0,3.67
CHEM,105,General Chemistry Lab II,"Hu, Pingfan",16,212,39,37,18,7,9,5,3,3,0,1,4,1,3.64
CHEM,105,General Chemistry Lab II,"Huang, Jingyu",6,30,37,12,14,7,9,1,0,1,0,0,1,0,3.43
CHEM,105,General Chemistry Lab II,"Johnson, Joel S",10,52,34,64,74,32,46,16,4,0,20,0,8,2,2.93
CHEM,105,General Chemistry Lab II,"Kapoor, Iti",2,209,39,14,7,7,3,3,0,1,1,0,2,0,3.78
CHEM,105,General Chemistry Lab II,"Killion, Jack A",0,125,25,9,5,2,1,0,0,0,1,0,0,0,3.84
CHEM,105,General Chemistry Lab II,"Kim, Andrew Y",0,9,24,31,40,18,10,12,6,8,4,1,4,1,2.79
CHEM,105,General Chemistry Lab II,"Klauck, Ashley L",51,48,8,6,3,1,1,0,0,1,0,0,1,0,3.84
CHEM,105,General Chemistry Lab II,"Kramer, Colin B",13,148,58,42,60,43,30,17,9,3,6,0,4,2,3.27
CHEM,105,General Chemistry Lab II,"Kravchuk, Valeriya",0,43,3,5,1,0,1,1,1,0,0,0,1,0,3.73
CHEM,105,General Chemistry Lab II,"Lao, Kathleen C",0,85,11,9,3,4,2,1,1,0,0,0,0,0,3.78
CHEM,105,General Chemistry Lab II,"Li, Ji",5,406,77,57,51,26,14,15,9,2,11,1,9,1,3.55
CHEM,105,General Chemistry Lab II,"Li, Xinyi",0,45,5,2,2,1,0,0,0,0,0,0,1,0,3.82
CHEM,105,General Chemistry Lab II,"Li, Ying",3,28,57,14,35,6,12,5,1,3,1,5,2,2,3.15
CHEM,105,General Chemistry Lab II,"Li, Zheng",0,42,6,5,2,2,1,0,0,0,0,0,1,0,3.73
CHEM,105,General Chemistry Lab II,"Liao, Can H",20,28,6,5,2,0,0,0,0,0,0,0,0,0,3.88
CHEM,105,General Chemistry Lab II,"Liu, Huiying",18,191,54,26,28,9,1,8,3,2,0,1,1,0,3.67
CHEM,105,General Chemistry Lab II,"Liu, Yao-Min",1,89,11,4,5,6,0,2,1,1,0,1,1,0,3.71
CHEM,105,General Chemistry Lab II,"Ma, Rulin",0,149,22,12,10,4,3,1,1,1,0,1,2,1,3.72
CHEM,105,General Chemistry Lab II,"Mahan, Reiana J",54,194,36,15,12,7,2,1,1,1,0,0,3,0,3.8
CHEM,105,General Chemistry Lab II,"Mensah, Danielle",0,204,4,6,2,0,1,1,3,2,0,0,2,1,3.84
CHEM,105,General Chemistry Lab II,"Mishra, Tripta P",2,28,29,17,14,13,8,2,2,1,3,1,1,0,3.23
CHEM,105,General Chemistry Lab II,"Muhammad, Safiyah R",0,105,8,3,6,4,1,0,0,1,0,0,1,0,3.81
CHEM,105,General Chemistry Lab II,"Muller, Neal W",5,51,30,28,31,15,3,8,4,3,2,2,1,0,3.26
CHEM,105,General Chemistry Lab II,"Nakamata Huynh, Stephanie",4,74,29,15,12,6,2,2,5,1,0,1,5,0,3.46
CHEM,105,General Chemistry Lab II,"Nalla, Siva",0,84,14,5,3,3,0,2,2,2,0,1,0,0,3.72
CHEM,105,General Chemistry Lab II,"Nawa, Emilee A",0,47,4,4,4,0,0,0,0,0,0,0,0,0,3.86
CHEM,105,General Chemistry Lab II,"Nelson, Brett P",8,20,11,6,1,1,1,2,1,0,0,0,1,0,3.58
CHEM,105,General Chemistry Lab II,"Parikh, Manas P",0,8,12,18,24,4,8,14,0,0,8,0,6,2,2.63
CHEM,105,General Chemistry Lab II,"Patel, Dhara R",2,48,26,56,60,8,18,10,2,0,10,0,2,2,3.11
CHEM,105,General Chemistry Lab II,"Patel, Sohum K",0,71,5,4,2,1,1,1,0,0,1,0,1,0,3.79
CHEM,105,General Chemistry Lab II,"Ray, Christian R",15,22,10,6,11,2,1,1,0,0,0,2,0,0,3.55
