Subject,Number,Course_Title,Primary_Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_prof_gpa
MUS,110,Introd Art Mus: Intl Perspect,"Morris, Hilary B",1,8,6,23,13,6,4,6,2,2,4,3,10,0,2.53
MUS,110,Introd Art Mus: Intl Perspect,"Schokmiller, Michael G",0,1,5,1,6,6,2,1,0,0,0,1,1,0,2.79
MUS,110,Introd Art Mus: Intl Perspect,"Silvers, Michael B",21,47,53,27,26,9,4,4,3,1,2,1,5,0,3.37
MUS,110,Introd Art Mus: Intl Perspect,"Warner, Michael A",1,3,3,5,4,2,2,1,2,0,0,0,0,0,3.09
MUS,110,Introd Art Mus: Intl Perspect,"Wilson, Steven A",19,14,24,20,13,8,1,1,1,0,0,1,3,1,3.34
MUS,110,Introd Art Mus: Intl Perspect,"Woller, Alexander R",2,2,10,4,10,8,4,0,0,4,0,2,4,0,2.67
MUS,130,Introd to the Art of Music,"Gordon, Lillie S",18,43,42,17,18,12,5,4,4,2,2,0,2,0,3.38
MUS,130,Introd to the Art of Music,"Horton, Christina M",11,30,11,5,4,2,2,1,1,2,0,3,1,2,3.35
MUS,130,Introd to the Art of Music,"Jones, Joseph E",18,130,69,40,38,22,11,17,4,3,5,2,8,1,3.34
MUS,130,Introd to the Art of Music,"Magee, Gayle S",53,175,150,83,69,48,27,19,11,11,10,5,26,3,3.22
MUS,130,Introd to the Art of Music,"Paquette-Abt, Mary",0,63,30,17,15,10,3,9,8,5,2,0,3,1,3.24
MUS,130,Introd to the Art of Music,"Porche, Jamie M",10,17,10,5,3,4,5,3,2,0,0,3,8,1,2.87
MUS,130,Introd to the Art of Music,"Praeger, Ulrike",8,136,110,67,44,18,11,10,1,3,0,0,3,2,3.47
MUS,130,Introd to the Art of Music,"Syer, Katherine R",98,55,9,3,8,2,2,1,1,1,1,1,4,0,3.74
MUS,130,Introd to the Art of Music,"Vallier, Nolan A",14,16,9,8,5,2,1,3,0,2,1,4,4,1,3.07
MUS,130,Introd to the Art of Music,"Wilson, Steven A",44,79,73,50,86,44,24,30,20,9,14,1,20,2,2.98
MUS,130,Introd to the Art of Music,"Ziegel, Aaron B",129,245,103,115,132,32,21,25,18,6,5,2,4,7,3.41
MUS,132,Popular Music Studies,"Solis, Gabriel",2,46,2,4,16,0,0,6,0,0,0,0,6,0,3.33
MUS,133,Introduction to World Music,"Adams, Margarethe A",11,27,38,40,27,15,5,9,8,5,2,3,3,1,3.09
MUS,133,Introduction to World Music,"Belkind, Nili",4,20,38,33,20,23,6,2,3,0,1,0,0,1,3.25
MUS,133,Introduction to World Music,"Deja, Richard M",147,173,155,52,28,18,10,9,6,2,2,0,12,5,3.57
MUS,133,Introduction to World Music,"Gordon, Lillie S",62,375,375,277,274,132,74,71,22,7,7,8,25,6,3.26
MUS,133,Introduction to World Music,"Praeger, Ulrike",36,197,187,80,56,22,7,7,6,1,2,3,9,2,3.51
MUS,133,Introduction to World Music,"Rios, Fernando E",0,73,21,16,29,16,7,10,2,2,4,1,8,2,3.14
MUS,133,Introduction to World Music,"Silvers, Michael B",7,50,35,37,33,19,7,11,3,3,2,1,2,1,3.22
MUS,133,Introduction to World Music,"Solis, Gabriel",86,408,233,151,393,131,78,95,39,14,20,12,39,7,3.13
MUS,133,Introduction to World Music,"Tse, Pui-Sze Priscil",56,109,71,34,20,16,4,7,10,7,2,3,8,0,3.43
MUS,133,Introduction to World Music,"Turino, Thomas R",2,113,0,0,78,0,0,36,0,0,7,0,18,3,3.01
MUS,181,Voice,"Stone, Sylvia",4,33,2,0,1,0,0,0,0,0,0,0,0,0,3.96
MUS,199,Undergraduate Open Seminar,"Johnson, Sarah W",2,27,0,0,0,0,0,0,1,0,0,0,0,0,3.92
MUS,199,Undergraduate Open Seminar,"Talbot, Brent C",7,13,5,4,2,1,0,0,0,0,0,0,0,0,3.76
MUS,201,Music Theory and Practice III,"Wang, Fu-Tsun",0,1,4,4,6,3,2,0,0,0,0,0,1,0,2.98
MUS,201,Music Theory and Practice III,"Zurbin, Eric C",2,7,7,2,2,2,0,1,0,0,0,0,0,0,3.55
MUS,202,Music Theory and Practice IV,"Browning, Zack D",2,6,14,12,19,9,9,6,4,0,0,0,0,0,3.01
MUS,202,Music Theory and Practice IV,"Lund, Erik R",4,19,15,18,6,14,3,9,4,0,3,1,3,2,2.95
MUS,207,Aural Skills III,"Magnuson, Roy D",3,6,2,3,2,0,2,2,0,0,0,0,1,0,3.24
MUS,207,Aural Skills III,"Reyes, Deovides A",2,6,7,3,1,0,0,1,0,0,0,0,1,0,3.46
MUS,208,Aural Skills IV,"Solya, Andrea",0,3,3,12,9,4,7,3,2,1,1,1,1,1,2.69
MUS,240,Orientation Mus Tchg Lrng K-HS,"Kruse, Adam J",64,9,7,1,4,1,0,3,0,0,3,0,3,1,3.59
MUS,240,Orientation Mus Tchg Lrng K-HS,"Sweet, Bridget M",2,35,18,12,13,0,0,0,0,1,0,0,2,1,3.5
MUS,240,Orientation Mus Tchg Lrng K-HS,"Talbot, Brent C",7,13,5,3,2,2,0,0,0,0,0,0,0,0,3.74
MUS,240,Orientation Mus Tchg Lrng K-HS,"Thomas, Jennifer K",2,20,0,0,3,0,1,0,0,0,0,0,0,0,3.82
MUS,241,Music for Elementary Teachers,"Cronenberg, Stephanie S",3,25,25,2,0,0,0,0,0,0,0,0,0,0,3.82
MUS,241,Music for Elementary Teachers,"Denardo, Gregory F",35,59,6,3,2,0,1,0,1,0,0,0,0,0,3.91
MUS,241,Music for Elementary Teachers,"Mullen, Jess M",13,4,2,2,0,0,0,0,0,0,0,0,0,0,3.9
MUS,241,Music for Elementary Teachers,"Seybert, Katherine L",10,23,8,2,1,1,0,2,0,0,0,0,0,0,3.78
MUS,242,Elements of Conducting,"Daeschler, Jeffrey T",2,11,2,6,1,1,0,0,0,0,0,0,0,0,3.7
MUS,242,Elements of Conducting,"Jarrell, Jonathan A",0,54,11,8,23,4,1,6,7,1,4,1,12,0,2.99
MUS,242,Elements of Conducting,"Moorhouse, Linda",0,25,18,5,10,2,0,3,0,0,0,0,4,1,3.29
MUS,242,Elements of Conducting,"Solya, Andrea",0,12,4,0,3,1,0,2,0,0,0,0,0,0,3.56
MUS,242,Elements of Conducting,"Williams, Geoffrey",11,9,4,1,2,0,0,0,0,0,0,0,1,0,3.71
MUS,243,Introductory Music Ed Tech,"Cayari, Christopher",9,0,6,1,2,3,0,0,0,0,0,0,0,0,3.59
MUS,243,Introductory Music Ed Tech,"Kruse, Adam J",63,19,14,5,4,1,2,0,0,0,1,0,1,0,3.78
MUS,243,Introductory Music Ed Tech,"Thibeault, Matthew D",15,16,8,0,1,2,0,2,3,0,0,0,1,0,3.56
MUS,250,Illini Strings,"Giem, Nathan G",0,109,0,0,2,0,0,0,0,0,0,0,0,0,3.98
MUS,250,Illini Strings,"May, Cameron L",0,67,0,0,1,0,0,0,0,0,0,0,0,0,3.99
MUS,250,Philharmonia Orchestra,"Bergonzi, Louis S",6,297,11,3,15,2,1,2,0,0,1,0,0,0,3.91
MUS,250,Philharmonia Orchestra,"Kee, Jebat Arjuna Ji",0,53,0,0,0,0,0,0,0,0,0,0,1,0,3.93
MUS,250,U of I Symphony Orchestra,"Farias Gonzalez, Carlos G",1,43,0,0,2,0,0,0,0,0,0,0,0,0,3.96
MUS,250,U of I Symphony Orchestra,"Schleicher, Donald J",0,73,7,0,2,0,0,0,0,0,0,0,0,1,3.9
MUS,250,University Orchestra,"Bergonzi, Louis S",0,402,20,10,10,1,1,5,0,0,1,0,3,1,3.88
MUS,250,University Orchestra,"Power, Robert E",0,50,0,0,0,0,0,0,0,0,1,0,0,0,3.94
MUS,250,University Orchestra,"Schleicher, Donald J",35,219,4,1,3,0,0,2,0,0,1,0,2,1,3.91
MUS,250,University Orchestra,"Shin, Ena",0,40,12,3,0,0,0,0,0,0,0,0,0,1,3.82
MUS,261,Black Chorus,"Davis, Ollie W",3,62,1,0,2,0,0,0,0,0,0,0,0,0,3.97
MUS,261,University Chorus,"Boerger, Kristina G",13,37,12,3,0,1,0,0,0,0,0,0,0,0,3.89
MUS,261,University Chorus,"Davis, Ollie W",25,82,4,0,3,2,0,3,0,0,0,0,0,1,3.86
MUS,261,University Chorus,"Underwood, Alexander",0,48,1,1,2,0,0,0,0,0,0,0,1,0,3.87
MUS,262,Women's Glee Club,"Alwes, Chester L",4,27,2,0,0,1,0,0,0,0,0,0,0,0,3.94
MUS,262,Women's Glee Club,"Solya, Andrea",28,525,17,7,8,0,0,0,0,0,0,0,7,0,3.92
MUS,263,Men's Glee Club,"Coleman, Barrington L",0,306,19,7,7,0,0,2,0,0,1,0,0,2,3.9
MUS,263,Men's Glee Club,"Schmidt, Michael S",0,31,7,3,5,2,0,1,0,0,0,0,0,0,3.71
MUS,268,Wind Symphony,"Peterson, Stephen",0,94,1,2,1,2,0,0,0,0,0,0,0,0,3.95
MUS,268,Wind Symphony,"Rumbelow, Robert W",0,62,0,0,2,1,0,0,0,0,0,0,0,0,3.95
MUS,269,Wind Orchestra,"Moorhouse, Linda",0,35,0,0,0,0,0,1,0,0,0,0,0,0,3.94
MUS,269,Wind Orchestra,"Peterson, Elizabeth B",0,206,12,2,4,1,0,0,0,0,0,0,2,0,3.92
MUS,270,Harding Symphonic Band,"Houser, Barry L",0,43,0,0,1,0,0,0,0,0,0,0,0,0,3.98
MUS,271,Hindsley Symphonic Band,"Houser, Barry L",0,157,0,0,2,2,0,2,0,0,0,0,1,0,3.92
MUS,271,Hindsley Symphonic Band,"Jarrell, Jonathan A",0,160,0,0,5,0,0,2,0,0,0,0,0,0,3.95
MUS,271,Hindsley Symphonic Band,"Kaupat, Rebekka M",0,45,0,0,0,0,0,1,0,0,0,0,0,1,3.87
MUS,271,Hindsley Symphonic Band,"Leyva, Jesse J",2,43,0,0,0,0,0,0,1,0,0,0,0,0,3.95
MUS,272,Campus Band,"Smith, Sean",0,64,2,1,0,0,0,0,0,0,0,0,1,0,3.92
MUS,272,Concert Band,"Burdett, John P",0,39,1,0,0,0,0,0,0,0,0,0,1,0,3.89
MUS,272,Concert Band,"Dye, Christopher K",88,4,4,0,0,2,0,0,0,0,0,0,0,0,3.96
MUS,272,Concert Band,"Jarrell, Jonathan A",0,135,11,0,9,2,0,5,0,0,0,0,0,0,3.84
MUS,272,Second Concert Band,"Burdett, John P",0,47,1,1,0,0,0,0,0,0,0,0,1,0,3.9
MUS,272,Second Concert Band,"Daeschler, Jeffrey T",56,0,3,0,0,2,0,0,0,0,0,0,0,0,3.94
MUS,272,University Band,"Gardner, Jason P",0,79,3,0,0,1,0,0,0,0,1,1,1,0,3.85
MUS,272,University Band,"Sugg, William T",0,87,3,0,2,1,0,0,0,0,0,0,1,1,3.87
MUS,273,Marching Illini,"Houser, Barry L",0,308,0,0,3,0,0,0,0,0,0,0,0,0,3.99
MUS,274,Basketball Band,"Houser, Barry L",0,169,0,0,0,0,0,2,0,0,0,0,0,0,3.98
MUS,313,The History of Music I,"Bashford, Christina",9,5,14,5,18,14,8,10,4,3,2,2,5,1,2.68
MUS,313,The History of Music I,"Macklin, Christopher B",13,69,43,32,70,29,18,15,11,10,19,6,32,0,2.74
MUS,313,The History of Music I,"Wilson, Steven A",7,12,7,8,15,9,4,15,8,1,2,3,7,2,2.55
MUS,313,The History of Music I,"Ziegel, Aaron B",26,62,18,32,45,33,27,12,2,6,5,0,2,0,3.15
MUS,314,The History of Music II,"Jones, Joseph E",12,33,25,22,31,21,8,15,12,10,5,2,4,0,2.91
MUS,314,The History of Music II,"Kinderman, William A",4,27,14,9,20,5,4,4,1,0,2,0,2,0,3.26
MUS,314,The History of Music II,"Macklin, Christopher B",11,51,34,21,48,19,12,13,8,3,10,4,15,2,2.87
MUS,314,The History of Music II,"Ziegel, Aaron B",6,14,14,9,19,9,2,6,2,0,2,0,0,0,3.18
MUS,320,Pre-Student Tchng Experience,"Nichols, Jeananne B",0,28,3,5,5,0,1,1,1,0,0,0,0,0,3.65
MUS,333,Adv Conducting/Tch Strats-Orch,"Bergonzi, Louis S",3,5,2,2,5,1,0,2,0,0,0,0,2,0,3.08
MUS,333,Cond/Teach Strings-Grp Setting,"Bergonzi, Louis S",0,6,9,9,7,3,2,5,1,0,0,0,4,0,2.88
MUS,333,Cond/Teach Strings-Grp Setting,"Schleicher, Donald J",2,15,8,1,0,0,0,0,0,0,0,0,0,0,3.87
MUS,335,Elem and Mid Sch Instrum Music,"Nichols, Jeananne B",4,84,7,12,13,2,2,3,1,0,0,0,4,0,3.59
MUS,339,Princpls and Technqs in Mus Ed,"Borek, Matthew M",8,7,3,1,2,3,1,2,0,0,0,0,3,0,3.16
MUS,339,Princpls and Technqs in Mus Ed,"Grashel, John W",9,6,2,1,1,1,0,1,0,0,0,0,0,0,3.73
MUS,339,Princpls and Technqs in Mus Ed,"Hendricks, Karin S",7,12,5,3,0,1,0,1,0,0,0,0,0,0,3.76
MUS,339,Princpls and Technqs in Mus Ed,"Nichols, Jeananne B",10,44,12,0,8,0,2,0,0,0,0,0,2,0,3.7
MUS,339,Princpls and Technqs in Mus Ed,"Wachtel, Donald J",13,9,0,2,1,0,0,0,0,0,0,0,0,0,3.91
MUS,343,Music in Adolescence,"Sweet, Bridget M",0,27,5,3,3,0,1,0,0,0,0,0,1,0,3.69
MUS,344,Tchng Secondary Inst Music,"Legutki, Allen R",2,22,0,1,0,0,0,0,0,0,0,0,0,0,3.97
MUS,344,Tchng Secondary Inst Music,"Nichols, Jeananne B",5,22,9,3,5,1,0,1,0,0,0,0,2,0,3.56
MUS,346,Choral Mthds Secondary Ensem,"Sweet, Bridget M",0,45,8,6,1,1,2,0,0,0,0,0,2,0,3.69
MUS,346,Teaching of Choral Music,"Hawkins, Jason A",9,12,1,0,1,0,1,0,0,0,0,0,0,0,3.88
MUS,346,Teaching of Choral Music,"Millman, Margaux B",0,8,8,2,2,1,0,0,0,0,0,0,0,0,3.65
MUS,346,Teaching of Choral Music,"Solya, Andrea",1,39,3,1,1,0,0,0,0,0,0,0,0,0,3.94
MUS,346,Teaching of Choral Music,"Sweet, Bridget M",0,23,13,6,5,3,0,0,1,0,1,0,0,0,3.56
MUS,348,Choral Literature,"Solya, Andrea",0,21,0,0,1,0,0,0,0,0,0,0,0,0,3.95
MUS,348,Rep for Scndry Sch Chor Prog,"Alwes, Chester L",0,16,6,1,1,1,0,0,1,0,0,0,0,0,3.72
MUS,348,Rep for Scndry Sch Chor Prog,"Solya, Andrea",0,38,8,4,2,0,0,2,0,0,0,0,0,0,3.79
MUS,400,Counterpoint and Fugue,"Lund, Erik R",8,12,8,6,2,2,3,2,0,0,0,0,0,1,3.45
MUS,408,18th Century,"Browning, Zack D",0,2,7,1,6,0,2,3,0,0,1,0,0,0,3.03
MUS,408,18th Century,"Tipei, Sever",2,5,4,3,5,0,0,1,0,0,0,0,1,0,3.32
MUS,408,Analysis of Musical Form,"Blume, Philipp",4,8,5,4,0,0,0,0,0,0,0,0,0,0,3.79
MUS,408,Analysis of Musical Form,"Carrillo, Carlos R",2,13,19,14,13,0,5,1,0,2,0,0,0,0,3.36
MUS,408,Analysis of Musical Form,"Taylor, Stephen A",1,11,3,1,5,0,0,0,0,0,0,0,0,0,3.68
MUS,408,Analysis of Musical Form,"Tharp, Reynold",1,46,20,23,11,2,0,4,0,0,1,0,0,0,3.57
MUS,408,First Half of 20th Century,"Tharp, Reynold",0,13,14,12,3,3,0,0,1,0,0,0,0,0,3.52
MUS,410,Period Studies in Musicology,"Kinderman, William A",5,6,6,17,7,8,2,0,1,0,1,0,2,1,3.08
MUS,411,Genre Studies in Musicology,"Magee, Jeffrey S",0,11,7,2,2,6,1,1,0,0,0,0,0,1,3.31
MUS,411,Genre Studies in Musicology,"Syer, Katherine R",4,19,12,6,3,0,0,0,0,0,0,0,0,0,3.75
MUS,411,Genre Studies in Musicology,"Turino, Thomas R",0,20,0,0,7,0,0,1,0,0,1,0,0,0,3.59
MUS,411,Music in the Renaissance,"Ward, Tom R",1,12,0,2,9,0,0,0,0,0,0,0,0,0,3.57
MUS,413,Music and Performance,"Syer, Katherine R",4,10,11,4,0,1,0,1,0,0,1,0,0,0,3.6
MUS,414,Music In and AS Revolution,"Praeger, Ulrike",0,13,6,1,1,0,1,0,0,0,0,0,0,0,3.76
MUS,414,Music and Society,"Ziegel, Aaron B",6,7,0,1,3,2,0,1,0,1,0,0,0,0,3.48
MUS,415,Music and Media,"Magee, Gayle S",2,21,2,1,1,0,0,0,0,0,0,0,0,0,3.91
MUS,415,Music of the 20th Century,"Solis, Gabriel",0,15,5,3,3,2,0,0,1,0,0,0,0,0,3.6
MUS,418,Music of Brazil,"Silvers, Michael B",11,7,3,1,0,0,2,0,1,0,0,0,0,0,3.71
MUS,418,Native American Music,"Solis, Gabriel",0,18,0,1,0,0,0,0,0,0,1,1,0,0,3.67
MUS,418,Palestine&Israel Through Arts,"Belkind, Nili",0,3,1,2,5,2,1,2,1,0,1,1,2,0,2.49
MUS,418,Regional Studies in Musicology,"Silvers, Michael B",12,10,1,1,2,1,0,1,0,0,0,0,0,0,3.77
MUS,418,Regional Studies in Musicology,"Turino, Thomas R",6,18,4,2,6,0,0,0,4,0,2,0,0,0,3.43
MUS,421,The Music of America,"Magee, Jeffrey S",8,16,4,8,16,0,6,0,4,0,2,0,0,2,3.15
MUS,433,Music Interdisciplinary Curric,"Barrett, Janet R",0,26,2,0,0,0,0,0,0,0,0,0,2,0,3.71
MUS,434,Assessment/Eval in Music Ed,"Nichols, Jeananne B",0,19,2,3,5,1,0,0,0,0,0,0,1,1,3.47
MUS,437,Popular Music Pedagogy,"Kruse, Adam J",24,0,0,0,0,0,0,0,0,0,0,0,2,0,3.69
MUS,439,Differentiating Music Instrctn,"Gallo, Donna",10,34,7,7,6,4,3,3,1,0,1,0,2,0,3.45
MUS,439,Differentiating Music Instrctn,"Thomas, Jennifer K",10,14,0,0,0,0,0,1,0,0,0,0,1,0,3.77
MUS,439,Diversity in Music Classrooms,"Denardo, Gregory F",4,29,6,0,6,1,0,0,1,0,0,0,0,0,3.75
MUS,443,Orchestral Repertory,"Scully, Bernhard D",0,25,0,0,1,0,0,0,0,0,0,0,0,0,3.96
MUS,450,U of I Symphony Orchestra,"Farias Gonzalez, Carlos G",0,32,0,0,1,0,0,0,0,0,0,0,0,0,3.97
MUS,450,U of I Symphony Orchestra,"Schleicher, Donald J",0,84,5,0,2,0,0,0,0,0,0,0,0,0,3.96
MUS,450,Wind Symphony,"Moorhouse, Linda",19,1,0,0,1,0,0,0,0,0,0,0,0,0,3.95
MUS,464,Jazz History I,"Spencer, Joel W",5,11,0,0,6,1,0,0,0,0,0,0,0,0,3.68
MUS,499,Jazz Forum,"McNeill, Charles L",55,158,66,17,20,9,0,6,3,2,3,0,2,0,3.69
MUS,499,Proseminar in Music,"Blume, Philipp",4,26,8,6,14,0,0,0,0,0,0,0,0,0,3.64
MUS,499,Proseminar in Music,"Browning, Zack D",3,5,3,3,10,0,0,0,0,0,0,0,0,0,3.46
MUS,499,Proseminar in Music,"Magee, Jeffrey S",0,13,5,5,2,1,1,0,0,0,0,0,0,1,3.5
MUS,499,Proseminar in Music,"McNeill, Charles L",58,290,87,18,10,5,0,1,0,0,0,0,0,0,3.87
MUS,499,Proseminar in Music,"Taylor, Stephen A",1,4,2,1,9,3,1,3,2,0,0,0,0,0,2.97
MUS,499,Proseminar in Music,"Tharp, Reynold",0,24,12,2,5,1,0,0,1,0,0,0,0,1,3.61
MUS,499,Proseminar in Music,"Yao, Chen",2,5,7,4,7,0,0,0,0,0,0,0,0,0,3.52
MUS,501,Grad Music History Review,"Praeger, Ulrike",0,17,16,9,4,1,0,0,0,0,0,0,0,0,3.65
MUS,501,Grad Music History Review,"Woller, Megan B",9,33,21,24,19,10,1,2,0,0,0,0,2,1,3.4
MUS,501,Western Music before 1750,"Macklin, Christopher B",0,8,6,6,7,4,0,0,0,0,1,0,0,0,3.33
MUS,501,Western Music before 1750,"Praeger, Ulrike",2,19,16,16,19,9,0,0,0,0,0,0,1,1,3.34
MUS,501,Western Music before 1750,"Wilson, Steven A",1,6,8,5,9,3,1,3,0,0,0,0,0,1,3.17
MUS,502,Graduate Theory Review,"Lund, Erik R",6,4,4,1,6,2,0,0,0,0,0,0,0,0,3.54
MUS,502,Graduate Theory Review,"Taube, Heinrich K",1,1,3,3,5,4,2,3,2,0,0,0,2,1,2.54
MUS,519,Analytical Methods: Musicology,"Kinderman, William A",4,2,2,12,0,2,0,0,0,0,0,0,0,0,3.48
MUS,521,Hist Studies in 20thC Music,"Magee, Jeffrey S",0,18,4,1,0,0,0,0,0,0,0,0,0,0,3.91
MUS,524,Sem in Wrks of Select Composer,"Alwes, Chester L",0,10,4,2,5,2,3,1,0,0,0,0,1,0,3.24
MUS,524,Sem in Wrks of Select Composer,"Kinderman, William A",3,4,5,9,2,0,0,1,0,0,0,0,0,0,3.51
MUS,526,Baroque Performance Practice,"Moersch, Charlotte M",0,66,15,13,12,2,0,1,0,0,0,0,0,0,3.72
MUS,527,Classical Performance Practice,"Moersch, Charlotte M",0,57,11,6,6,0,0,0,0,0,0,0,0,0,3.83
MUS,528,Res & Bibliography in Music,"Syer, Katherine R",0,8,10,3,1,0,0,0,0,0,0,0,0,0,3.71
MUS,533,Research in Music Education,"Nichols, Jeananne B",0,22,4,0,2,0,0,0,0,0,0,0,2,0,3.62
MUS,558,Vocal Literature,"Helmrich, Dennis",0,17,7,1,0,0,0,0,0,0,0,0,0,0,3.88
MUS,560,String Instrument Literature,"Haken, Rudolf",1,3,5,3,2,1,3,3,0,0,0,0,0,0,3.14
MUSE,200,Introduction to Museums,"Aben, Kathrina",3,12,1,5,2,1,0,0,0,0,0,0,0,0,3.71
MUSE,200,Introduction to Museums,"Fay, Kathryn O",15,5,2,1,0,0,0,0,0,0,0,0,0,0,3.94
MUSE,200,Introduction to Museums,"Frankenberg, Susan R",16,55,29,9,11,4,6,3,2,2,1,2,2,0,3.47
MUSE,250,The World Through Museums,"Frankenberg, Susan R",90,81,35,23,22,9,4,8,3,3,2,0,8,0,3.53
NPRE,100,Orient to Nucl Plasma Rad Eng,"Stubbins, James F",0,29,3,1,2,0,0,1,1,0,0,0,0,0,3.78
NPRE,100,Orientation to NPRE,"Kozlowski, Tomasz",0,41,0,0,5,1,0,0,2,0,0,0,0,0,3.78
NPRE,100,Orientation to NPRE,"Stubbins, James F",14,235,17,14,5,2,2,6,1,0,1,0,13,1,3.68
NPRE,101,Introduction to Energy Sources,"Ruzic, David N",5,68,54,69,84,58,38,27,11,7,1,1,6,2,3.01
NPRE,101,Introduction to Energy Sources,"Stubbins, James F",0,28,16,13,20,24,8,5,2,0,0,0,1,3,3.08
NPRE,199,Undergraduate Open Seminar,"Stubbins, James F",0,59,1,3,3,0,0,3,0,0,0,0,0,2,3.73
NPRE,199,Undergraduate Seminar,"Stubbins, James F",79,183,14,16,6,9,5,6,1,1,5,0,2,0,3.75
NPRE,201,Energy Systems,"Allain, Jean Paul",4,196,47,12,4,2,1,1,0,0,0,0,0,0,3.87
NPRE,201,Energy Systems,"Singer, Clifford E",24,199,296,59,23,45,6,8,5,0,2,0,11,0,3.54
NPRE,201,Energy Systems,"Stubbins, James F",9,157,35,19,8,13,3,1,3,0,0,0,3,2,3.67
NPRE,247,Modeling Nuclear Energy System,"Heuser, Brent J",0,41,48,35,37,20,9,10,10,9,8,2,6,0,2.98
NPRE,247,Modeling Nuclear Energy System,"Kozlowski, Tomasz",7,46,24,14,45,23,6,24,17,1,11,4,12,2,2.75
NPRE,402,Nuclear Power Engineering,"Ragheb, Magdi",195,450,437,303,202,109,48,23,18,4,10,4,5,2,3.48
NPRE,412,Nuclear Power Econ & Fuel Mgmt,"Huff, Kathryn D",1,9,12,8,5,5,3,2,1,1,0,0,0,0,3.26
NPRE,412,Nuclear Power Econ & Fuel Mgmt,"Stubbins, James F",4,32,18,9,13,6,4,2,4,0,0,0,4,0,3.28
NPRE,421,Plasma and Fusion Science,"Allain, Jean Paul",4,26,21,11,11,2,2,1,0,0,0,0,1,0,3.53
NPRE,421,Plasma and Fusion Science,"Curreli, Davide",3,10,6,10,10,8,10,10,0,0,8,2,4,0,2.61
NPRE,421,Plasma and Fusion Science,"Dolan, Thomas J",8,10,16,10,18,12,8,10,4,1,1,2,5,0,2.85
NPRE,421,Plasma and Fusion Science,"Miley, George H",2,17,10,10,6,4,2,0,0,0,0,0,0,1,3.45
NPRE,431,Materials in Nuclear Eng,"Heuser, Brent J",0,6,6,5,11,7,4,7,7,0,0,0,2,0,2.72
NPRE,431,Materials in Nuclear Eng,"Stubbins, James F",6,74,0,11,44,1,2,10,0,0,13,0,3,0,3.23
NPRE,431,Materials in Nuclear Engrg,"Heuser, Brent J",1,31,40,33,30,16,26,14,8,3,4,1,3,0,2.99
NPRE,432,Nuclear Eng Materials Lab,"Heuser, Brent J",0,16,9,0,1,0,0,0,0,0,0,0,1,0,3.7
NPRE,432,Nuclear Engrg Materials Lab,"Heuser, Brent J",5,90,57,12,14,10,5,6,0,0,0,0,2,1,3.57
NPRE,441,Radiation Protection,"Meng, Ling J",21,99,73,27,43,18,0,17,0,0,4,0,0,0,3.49
NPRE,442,Radioactive Waste Management,"Roy, William R",15,24,25,13,20,9,4,4,2,0,1,0,0,0,3.39
NPRE,446,Radiation Interact w/Matter I,"Axford, Roy A",49,226,37,20,19,16,8,12,15,0,0,0,5,1,3.6
NPRE,446,Radiation Interact w/Matter I,"Zhang, Yang",8,28,14,10,6,8,0,0,0,0,0,0,0,0,3.62
NPRE,447,Radiation Interact w/Matter II,"Axford, Roy A",40,137,27,9,11,3,1,9,10,0,0,0,3,1,3.65
NPRE,447,Radiation Interact w/Matter II,"Zhang, Yang",6,10,8,4,5,2,0,0,0,0,0,0,0,0,3.63
NPRE,448,Nuclear Syst Eng & Design,"Jones, Barclay G",1,10,5,8,10,1,0,1,0,0,0,0,0,0,3.44
NPRE,448,Nuclear Syst Engrg & Design,"Brooks, Caleb",3,17,8,14,14,8,14,7,7,1,11,2,1,0,2.72
NPRE,448,Nuclear Syst Engrg & Design,"Jones, Barclay G",8,18,18,28,8,6,4,0,6,0,0,0,2,0,3.29
NPRE,448,Nuclear Syst Engrg & Design,"Uddin, Rizwan",0,17,9,9,23,16,11,15,9,4,11,6,14,0,2.32
NPRE,451,NPRE Laboratory,"Heuser, Brent J",0,14,18,2,0,0,0,0,0,0,0,0,1,0,3.68
NPRE,451,NPRE Laboratory,"Sullivan, Clair J",7,23,9,10,17,11,9,2,6,0,0,0,7,0,2.99
NPRE,455,Neutron Diffusion & Transport,"Uddin, Rizwan",4,61,22,32,40,27,29,22,26,7,15,7,18,3,2.63
NPRE,457,Safety Anlys Nucl Reactor Syst,"Ragheb, Magdi",49,104,44,27,20,6,5,4,0,0,0,2,1,2,3.64
NPRE,458,Design in NPRE,"Stubbins, James F",0,93,52,37,18,0,0,1,1,1,1,0,3,0,3.6
NPRE,470,Fuel Cells & Hydrogen Sources,"Kim, Kyu Jung",47,42,30,46,14,3,2,1,0,0,1,0,1,0,3.62
NPRE,470,Fuel Cells & Hydrogen Sources,"Miley, George H",1,10,0,0,9,1,0,0,0,0,0,0,0,0,3.51
NPRE,475,Wind Power Systems,"Ragheb, Magdi",95,158,84,36,17,7,6,1,1,0,0,0,0,0,3.77
NPRE,480,Energy and Security,"Singer, Clifford E",6,22,34,8,14,8,0,1,0,0,1,1,1,0,3.44
NPRE,481,Writing on Technol & Security,"Roy, William R",8,20,9,11,2,1,1,0,1,0,0,0,1,0,3.6
NPRE,481,Writing on Technol & Security,"Singer, Clifford E",2,59,39,41,9,6,0,4,1,0,0,0,2,0,3.54
